antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
13,3,1,0,"//maps.google.com/maps/api/staticmap?center=-2.0820049,-79.92294729999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=yecUDbafBNEF5fbl09UWEWgWHS0=",72m²,USD 34.000,,,"Venta de Casa, Mucho Lote 1 Etapa 7, Norte de Guayaquil"
9,4,1,0,"//maps.google.com/maps/api/staticmap?center=-2.0498355,-79.95966340000001&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=RpGGOpvjVJ5Cn4a7GBtVivVEMb0=",191m²,USD 54.000,,,"Venta de Casa, Coop. San Francisco 2, Vía Daule"
10,4,2,0,"//maps.google.com/maps/api/staticmap?center=-2.114652890950749,-79.90581689367065&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Xz9a0W7RoEaDfzUw5bCD9pMScJE=",177m²,USD 115.000,,,"Venta de Casa, Samanes 1, Norte de Guayaquil"
6,3,1,0,"//maps.google.com/maps/api/staticmap?center=-2.0598444,-79.95487079999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=WLJWt5X5dFdTuHH9LMNcAarJY6E=",121m²,USD 38.000,,,"Venta de Casa Vía a Daule, Cdla. Portón de Beata."
5,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.192116,-79.96683080000003&zoom=16&markers=-2.192116,-79.96683080000003&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=fQwZYjV1J4bVx3ws6hQeQzLCKU4=",260m²,USD 285.000,,,Villa Dos Plantas Casi Nueva Excelentes Acabados
6,3,2,0,"//maps.google.com/maps/api/staticmap?center=-2.0446042,-79.8723837&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=66nbWrn1NHUCIM72tkGYQqKtjos=",131m²,USD 109.000,,,"Casa en Venta, Urb. Cataluña en La Vía Salitre"
7,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.0206313,-79.86745050000002&zoom=16&markers=-2.0206313,-79.86745050000002&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=mop6t-2RYrMSJwLyDH2_FmKBr8w=",94m²,USD 65.000,,,Venta - Casa - Urbanización Málaga I
5,3,5,1,"//maps.google.com/maps/api/staticmap?center=-2.149516404976784,-79.90926067794499&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=xxRIvB1DJWapsbjcwpaCV_A5aJQ=",437m²,USD 223.000,,,Ciudadela Urdenor Vendo Amplia y Lujosa Casa de Dos Plantas
30,3,4,0,"//maps.google.com/maps/api/staticmap?center=-2.2070891,-79.89704159999997&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=K4smlOZ27OPVdh9pXLMxPi-JZ-Q=",55m²,USD 116.000,,,"Casa en Venta en García Moreno y Portete, Suroeste de Guayaquil"
16,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.109927942870881,-79.90736184606322&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=9ZYX79YTjqW3a3m48JBQXqbfDc0=",250m²,USD 160.000,,,"Vendo Casa Remodelada, en Samanes 6, Remax"
5,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.163047,-79.94707440000002&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=O1AiFIbeTVCNrcq7db6YiGs8r5g=",370m²,USD 265.000,,,Colinas Ceibos Excelente Casa (Como Nueva)
A estrenar,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.018718870359281,-79.91789289895019&zoom=16&markers=-2.018718870359281,-79.91789289895019&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=QuEB3FvFej1OFIKFXClukQhdhmI=",102m²,USD 80.000,,,Venta - Casa - Urbanización Villa de Rey
A estrenar,3,3,0,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",229m²,USD 270.000,,,Villa a La Venta en Plaza Real
15,8,8,8,"//maps.google.com/maps/api/staticmap?center=-2.132345267738844,-79.90906833453215&zoom=16&markers=-2.132345267738844,-79.90906833453215&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Ut5FpSsIzr8svPBcJqF-XaAn0Uk=",450m²,USD 285.000,,,Casa Rentera en Venta en Álamos con Locales Comerciales
20,4,2,1,"//maps.google.com/maps/api/staticmap?center=-2.1296538,-79.90020700000002&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=gPeaH6i9FcFRwzIL0zega2SgITw=",165m²,USD 95.000,,,Villa Una Planta Alborada 12ava Etapa
7,5,2,0,"//maps.google.com/maps/api/staticmap?center=-2.126702077513178,-79.89166258678586&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1DYy6c4aesj5jKRdCRUA0XP_T0o=",164m²,USD 78.000,,,Venta de Propiedad en Sauces 3 Al Norte de Guayaquil.
20,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.1468127,-79.89371699999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=dB-zCaEHkok8el2L9O24Ky3Vzfs=",120m²,USD 85.000,,,"Casa en Venta, 2 Plantas con Suite, en Cdla. Alborada 2da. Etapa"
6,2,2,1,"//maps.google.com/maps/api/staticmap?center=-2.0844486,-79.96761359999999&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=eSUG81gFCPfvqQB6UBKlYiIB2UY=",72m²,USD 34.800,,,"Venta de Propiedad, Urb. Ecocity, Vía a Daule"
10,4,6,3,"//maps.google.com/maps/api/staticmap?center=-2.092968451752491,-79.87362299367066&zoom=16&markers=-2.092968451752491,-79.87362299367066&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=89paNSdGuidx7EXthbmr98L1wQE=",625m²,USD 585.000,,,"Casa en Venta Ciudadela Lago Sol, Samborondón, 4h, 4b, 396 m²."
10,7,7,0,"//maps.google.com/maps/api/staticmap?center=-2.131326446816798,-79.86856877345281&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=EQOpHPlAH0QQFEvTQmSJ-1xZKJk=",1821m²,USD 934.500,,,Villa en Remate Vendo Urbanizacion Los Lagos
,0,1,4,"//maps.google.com/maps/api/staticmap?center=-2.1043031,-79.86048310000001&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ogNEoknQMNmSFORY1q4MtF9a8eE=",540m²,USD 620.000,,,Linda Villa de Venta Ubicada en Arrecife - Isla Mocoli
5,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.050890890512851,-79.8909915600189&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=wBMvZfLsAn_V6aA0xvSJ2OE-RdU=",147m²,USD 138.000,,,"Villa Club Venta Casa de 3 Hab, Patio Remodelado, Closets y Cajoneras"
5,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.0669371,-79.84205399999996&zoom=16&markers=-2.0669371,-79.84205399999996&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=BJ_LgBN5FHTsrXSCRXpDWhdgJEA=",180m²,USD 160.000,,,Hermosa Casa en Venta en Ciudad Celeste Etapa La Península de 3 Dorm..
12,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.132356271064043,-79.87308073248289&zoom=16&markers=-2.132356271064043,-79.87308073248289&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=mz6OdKVBSVwT3ddWuvW-G605q58=",475m²,USD 275.000,,,Hermosa Casa en Venta Km 2.5 Vía Samborondón de 3 Dorm..
5,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.0271992,-79.91512879999999&zoom=16&markers=-2.0271992,-79.91512879999999&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=MUkx0LPLbA5UQyN-wCB8umF5Ul8=",126m²,USD 89.000,,,"Vendo Casa en La Joya - Ópalo Modelo Ym de Oportunidad, Acepto Biess"
5,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.045244411309813,-79.86803784075926&zoom=16&markers=-2.045244411309813,-79.86803784075926&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=CWIwtu6hSBLP_34zzZaXOZUFgVU=",139m²,USD 110.000,,,"Casa en Venta, Urbanizacion Millan, Via Salitre, 3 Dorm, 4 Baños"
10,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.073852189841814,-79.84508257732455&zoom=16&markers=-2.073852189841814,-79.84508257732455&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1MpvJ021gkP8TkGoQ4Tccjc7Y_I=",192m²,USD 187.000,,,Casa en Venta - Etapa Serena - Ciudad Celeste - Samborondon
1,4,5,2,"//maps.google.com/maps/api/staticmap?center=-2.189412799999999,-79.8890662&zoom=16&markers=-2.189412799999999,-79.8890662&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=A_uIB1_w5PFU6qOyRZNUavVu-c0=",175m²,USD 200.000,,,Venta de Casa por Estrenar - Acuarela del Río
En construcción,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.075939203530357,-79.8746686002197&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=PYQ6MoSpa2bQ4aNvm_fzZxcd0pc=",319m²,USD 367.000,,,Proyecto Villa en Estancias del Río 319.04 m²
5,4,2,1,"//maps.google.com/maps/api/staticmap?center=-2.189412799999999,-79.8890662&zoom=16&markers=-2.189412799999999,-79.8890662&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=A_uIB1_w5PFU6qOyRZNUavVu-c0=",120m²,USD 106.000,,,Arboleta Casa en Venta por Estrenar
A estrenar,3,4,1,"//maps.google.com/maps/api/staticmap?center=-2.036956,-79.86867760000001&zoom=16&markers=-2.036956,-79.86867760000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=KxHf_yHtyeOBLcA_ULMitUp2S-Y=",166m²,USD 171.000,,,"Venta de Casa Esquinera en Urb. Mallorca, Cerca Cc El Dorado"
9,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.046665273653481,-79.9114201526184&zoom=16&markers=-2.046665273653481,-79.9114201526184&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=0D9uPfLwcewnLLkrskCRp8Oj0tM=",110m²,USD 85.000,,,"Casa en Venta en La Joya, Etapa Platino"
10,12,6,2,"//maps.google.com/maps/api/staticmap?center=-2.133370809444182,-79.88484586389313&zoom=16&markers=-2.133370809444182,-79.88484586389313&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=G8uQT9wG8fVL18ycsjxb1gtw9vU=",350m²,USD 200.000,,,Casa Rentera en Venta - Acuarela del Rio - Norte de Guayaquil
10,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.151157118069722,-79.94075598092041&zoom=16&markers=-2.151157118069722,-79.94075598092041&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Jd7J0xnr9yht51BsspBoSASSnd8=",240m²,USD 220.000,,,Casa de Venta con Piscina en Urbanización Ceibos Norte
7,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.0389111,-79.87115399999999&zoom=16&markers=-2.0389111,-79.87115399999999&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=tR2w_Hk0G-0GlCqhx_rKMusFSUo=",120m²,USD 91.500,,,"Venta de Casa, Muy Buen Estado, Urb. Milann, Vía a Salitre, Cerca El Dorado"
A estrenar,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.189967667128228,-80.00195052012941&zoom=16&markers=-2.189967667128228,-80.00195052012941&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Q2naBj83x_Kqrc5z3H4rdlxVr84=",275m²,USD 240.000,,,Estrene Hermosa Casa en Terranostra!
9,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.185558630962582,-79.99523424208411&zoom=16&markers=-2.185558630962582,-79.99523424208411&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=mARZGx-3gP9fK6c1jU79lDc0NcI=",180m²,USD 180.000,,,"Venta de Casa en Belo Horizonte, Vía a La Costa."
15,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.191526053604974,-79.88158962297365&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=7zG7KtHSLb_mZ_gvPzDcV47HGno=",200m²,USD 128.000,,,Venta de Casa en Samanes 7
4,4,3,0,"//maps.google.com/maps/api/staticmap?center=-2.053112,-79.89701179999997&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=CRVgGZ7qILGIBrVUx7mYUxEtDPY=",175m²,USD 179.000,,,"En Venta Casa en La Urbanización Vicrieel, Vía Samborondón"
5,5,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1875375,-79.98131660000001&zoom=16&markers=-2.1875375,-79.98131660000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Ha0FfyvR4KtfoA_G7WWCaxHxHto=",323m²,USD 235.000,,,Espectacular Casa a La Venta en Belohorizonte!
6,4,6,2,"//maps.google.com/maps/api/staticmap?center=-2.131326446816798,-79.86856877345281&zoom=16&markers=-2.131326446816798,-79.86856877345281&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=jkSX32A5bJREr_rfIpErADmI-hs=",275m²,USD 268.000,,,Casa de Venta en Bouganville Samborondon
15,4,0,1,"//maps.google.com/maps/api/staticmap?center=-2.157922523186533,-79.90191166734286&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=aWk9P12k3Wmyzxwtm2hCR8H908I=",420m²,USD 250.000,,,Oportunidad!vta. Casa Kennedy Norte - Corredor Comercial (J. Luna -)
7,4,4,3,"//maps.google.com/maps/api/staticmap?center=-2.0928125,-79.8733125&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Rcxin18syQSedXdDGK-CwVMfE00=",600m²,USD 595.000,,,Casa en Venta en Lago Sol Km7 Samborondon
15,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.151015582273471,-79.94387445595856&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=KhLx1E1RtD7Wsv6AuFiPIzh2o2A=",250m²,USD 220.000,,,Ceibos Norte - Hermosa Casa a La Venta 4d - $
2,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.072482153948914,-79.8424739847946&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=2JykAUhDUhCUx3DYqSl0VEGfnKM=",335m²,USD 325.000,,,"Casa de Tres Dorm. en Vereda del Río, Samborondón"
9,2,1,3,"//maps.google.com/maps/api/staticmap?center=-2.0590257,-79.92686939999999&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=dl5eEM3b1kz2eKsh6wJiGzPaPmg=",101m²,USD 56.000,,,"Venta de Casa, Urb. Villa Italia Etapa Florencia, Vía a Aurora"
20,2,3,0,"//maps.google.com/maps/api/staticmap?center=-2.126702077513178,-79.89166258678586&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1DYy6c4aesj5jKRdCRUA0XP_T0o=",81m²,USD 55.000,,,"Venta de Casa, Sauces 3, Norte de Guayaquil"
15,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.1326602,-79.90772989999999&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=F114dvLIlqT55zN7rwkRmKa4zkc=",190m²,USD 115.000,,,Villa Una Planta 10 Ma Etapa
12,2,2,0,"//maps.google.com/maps/api/staticmap?center=-2.084494319434373,-79.92135690845947&zoom=16&markers=-2.084494319434373,-79.92135690845947&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=4Frf7yPfm-3YUv0TreTOxEQlmWw=",69m²,USD 62.000,,,Vendo Casa en Villa España 1
5,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.0668689,-79.84191249999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ERFOWL2biSXaCJIEkZ9sWjk7SSs=",240m²,USD 228.000,,,"Propiedad en Venta, Urb. Ciudad Celeste"
45,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.163800672884859,-79.90432400269395&zoom=16&markers=-2.163800672884859,-79.90432400269395&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=vws9klP760imbMsAZkFihafULe8=",300m²,USD 125.000,,,"Venta Casa, 4 Dorm. en Lomas de Urdesa"
20,2,3,0,"//maps.google.com/maps/api/staticmap?center=-2.126702077513178,-79.89166258678586&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1DYy6c4aesj5jKRdCRUA0XP_T0o=",81m²,USD 55.000,,,"Sauces 3, en Venta Casa Al Norte de Guayaquil"
13,4,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",175m²,USD 190.000,,,Puerto Azul Via a La Costa Venta Villa 4 Dorm.
15,3,2,0,"//maps.google.com/maps/api/staticmap?center=-2.249144641141746,-79.88413997326353&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Dp4LW-76oTgZ5taVL_M6yDhQDZg=",91m²,USD 72.500,,,"Propiedad en Venta Al Sur de Guayaquil, Floresta 2"
10,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.2033164,-80.062454&zoom=16&markers=-2.2033164,-80.062454&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=8XDhxj5Q8s4-GRt1fDQzwUnVmxo=",180m²,USD 90.000,,,Via a La Costa Valle Alto Esquinera Amplia $90.000/aiditadiaz
10,2,2,1,"//maps.google.com/maps/api/staticmap?center=-2.068991118919009,-79.94746920416867&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=gy8zv5nkHMdTwVJvfVXFhSx2sws=",80m²,USD 33.000,,,En Venta Hermosa Casa en Beata Mercedes Molina
21,5,4,0,"//maps.google.com/maps/api/staticmap?center=-2.1198394,-79.9255665&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=MmSVSish5CyPsN-3B2emdKqksFg=",180m²,USD 68.000,,,"Propiedad en Venta, Cdla. La Alegría."
30,4,6,2,"//maps.google.com/maps/api/staticmap?center=-2.22042869534377,-79.8944628129974&zoom=16&markers=-2.22042869534377,-79.8944628129974&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=RT29ccx8lxGyDq1kn-0RaXINQ04=",495m²,USD 285.000,,,Casa en Venta en El Barrio Centenario
5,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1872327,-79.98148429999998&zoom=16&markers=-2.1872327,-79.98148429999998&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=MPYouoQ3WtyjlHdnhpY41ppwzas=",238m²,USD 197.000,,,Belohorizonte 2 Plantas (Incluye Menaje)
3,3,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1618543,-79.94353969999997&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=D6TL7HlZ54hGeZNqFqcqJSkOF6w=",346m²,USD 175.000,,,"Casa Rentera de 1 Dpto y 2 Suite con Garaje, Urbanización Santa Cecilia Ceibos"
22,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1111844,-79.89618000000002&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=dvWYBxMIFUpwIcVA0dZB1gxqJoI=",260m²,USD 130.000,,,Casa en Venta en Samanes 5 Al Norte de Guayaquil
5,3,5,1,"//maps.google.com/maps/api/staticmap?center=-2.18653062349562,-79.99438996008303&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=c1Bincia2lMYzOMepjNcnkcWDpc=",280m²,USD 230.000,,,Casa Vía La Costa Urb. Privada
28,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.141112386247962,-79.86812352634922&zoom=16&markers=-2.141112386247962,-79.86812352634922&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Ym4VHB9t5fXszcvOD-u5hVR71u4=",2233m²,USD 1.100.000,,,Espectacular Casa Vista Al Rio en Venta - Acabados de Lujo - 4 Dorm. -
A estrenar,0,0,0,"//maps.google.com/maps/api/staticmap?center=-2.156566999999999,-79.9010784&zoom=16&markers=-2.156566999999999,-79.9010784&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=H-u-YA_CnK8EkbpAWbFVeiatQTc=",490m²,USD 390.000,,,Oficina - Norte de Guayaquil
15,3,3,4,"//maps.google.com/maps/api/staticmap?center=-2.191526053604974,-79.88158962297365&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=7zG7KtHSLb_mZ_gvPzDcV47HGno=",380m²,USD 230.000,,,Venta de Casa en Urdesa Central
A estrenar,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.0992831,-79.87963209999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=tjyfxxCHkSJI84h4vKSozcMfvho=",600m²,USD 1.250.000,,,Vendo o Alquilo Linda Casa en Lagos de Batan 4 Dorm.
9,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.073659197271514,-79.84677773342196&zoom=16&markers=-2.073659197271514,-79.84677773342196&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ztnaUp3wzfopfwj1C327NKKYOBA=",230m²,USD 125.000,,,De Oportunidad: Amplia Casa en Ciudad Celeste
A estrenar,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.1136478,-79.8702872&zoom=16&markers=-2.1136478,-79.8702872&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=ZI_-8DRa7SpJZ7KQ3rXYbcmyIgw=",429m²,USD 308.000,,,"Casa en Venta/ Estancias del Río, Vía Samborondon"
